NAMA BAHAN,Air (g),Energi (kal),Protein (g),Lemak (g),Karbohidrat (g),Serat (g),Abu (g),Kalsium (mg),Fosfor (mg),Besi (mg),Natrium (mg),Kalium (mg),Tembaga (mg),Seng (mg) ,Retinol (mcg),B-Kar (mcg),Kar-Total (mcg),Thiamin (mg),Riboflavin (mg),Niasin (mg),Vitamin C,BDD (%)
"Ikan keru-keru, segar",77.2,93,16.5,2.1,0.8,0.0,3.4,65,217,2.4,137.0,255.3,0.34,0.7,0,0,0.0,0.01,0.09,1.6,0,55.0
"Ikan kima, segar",82.1,70,10.8,0.7,5.2,0.0,1.2,53,72,2.0,342.0,101.0,0.5,0.5,401,0,0.0,0.22,0.05,5.8,0,0.0
"Ikan lais, segar",65.0,161,11.9,11.5,2.4,0.0,9.2,70,237,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.05,0.0,0.0,0,62.0
"Ikan layang, segar",74.0,109,22.0,1.7,0.0,0.0,2.3,50,150,2.0,0.0,0.0,0.0,0.0,45,0,0.0,0.05,0.0,0.0,0,80.0
"Ikan layur, segar",80.1,82,18.0,1.0,0.4,0.0,0.5,48,229,2.2,0.0,0.0,0.0,0.0,4,0,0.0,0.04,0.0,0.0,0,49.0
"Ikan lehoma, segar",77.6,90,20.4,0.9,0.0,0.0,1.1,88,270,0.7,56.0,281.0,0.3,0.9,1047,0,0.0,0.32,0.03,0.2,0,0.0
"Ikan lemuru, segar",76.0,112,20.0,3.0,0.0,0.0,1.0,20,100,1.0,0.0,0.0,0.0,0.0,30,0,0.0,0.05,0.0,0.0,0,80.0
"Ikan lidah, segar",78.3,104,15.6,3.2,2.0,0.0,0.9,30,143,2.0,0.0,0.0,0.0,0.0,33,0,0.0,0.03,0.0,0.0,0,0.0
"Ikan malalugis, segar",75.6,99,20.6,1.4,0.9,0.0,1.5,164,330,0.5,76.0,282.0,0.2,0.9,661,0,0.0,0.3,0.02,0.5,0,0.0
"Ikan mamar merah,
segar",75.0,115,15.3,4.0,4.4,0.0,1.3,60,190,1.6,120.0,240.0,0.2,1.0,0,0,0.0,0.2,0.1,0.1,0,0.0
"Ikan mas, segar",80.0,86,16.0,2.0,0.0,0.0,2.0,20,150,2.0,65.0,276.7,0.1,1.1,45,8,0.0,0.05,0.1,2.6,0,80.0
"Ikan mayong, segar",78.2,97,17.9,2.0,0.4,0.0,1.5,40,100,2.5,0.0,0.0,0.0,0.0,21,0,0.0,0.1,0.0,0.0,0,89.0
"Ikan mujahir, segar",79.7,89,18.7,1.0,0.0,0.0,1.1,96,209,1.5,51.0,265.8,0.0,0.2,6,3,5.0,0.03,0.1,2.0,0,80.0
"Ikan nasu metti, segar",65.3,154,16.8,5.0,10.5,0.0,2.4,80,244,1.6,421.0,488.0,0.2,1.2,0,0,0.0,0.47,0.15,9.6,0,0.0
"Ikan oci, kembung,
segar",71.4,125,21.3,3.4,2.2,0.0,1.7,136,69,0.8,214.0,245.0,0.2,1.1,0,0,0.0,0.26,0.03,0.2,0,80.0
"Ikan paling, segar",58.0,303,14.0,27.0,0.0,0.0,1.0,20,200,1.0,43.0,0.0,0.0,0.0,485,0,0.0,0.1,0.0,0.0,2,100.0
"Ikan papuyu/ betok,
segar",75.0,120,14.3,4.9,4.6,0.0,1.2,329,436,1.5,240.0,169.0,0.8,1.1,0,0,0.0,0.0,0.05,3.1,0,0.0
"Ikan patin, segar",74.4,132,17.0,6.6,1.1,0.0,0.9,31,173,1.6,77.0,346.0,0.7,0.8,0,7,0.0,0.2,0.03,1.7,0,0.0
"Ikan pomo, segar",68.3,147,22.5,5.2,2.6,0.0,1.4,80,230,1.3,0.0,380.0,0.2,0.7,89,0,0.0,0.0,0.0,0.0,0,0.0
"Ikan puntin, segar",81.1,76,14.4,1.1,2.2,0.0,1.2,28,166,0.0,0.0,325.0,0.1,0.6,0,0,0.0,0.31,0.11,0.0,0,0.0
"Ikan saluang, segar",74.8,113,13.9,4.9,3.4,0.0,3.0,642,646,1.9,51.0,182.0,0.8,3.6,0,0,0.0,0.21,0.02,1.8,0,89.0
"Ikan sarden, segar",72.7,109,19.9,1.8,3.4,0.0,2.2,95,597,1.3,266.0,227.0,0.3,2.0,195,0,0.0,0.26,0.03,4.4,0,0.0
"Ikan selar, segar",75.4,100,18.8,2.2,0.0,0.0,3.6,40,179,0.5,43.0,392.6,0.1,0.3,45,0,0.0,0.37,0.2,3.4,0,48.0
"Ikan sepat, segar",78.8,84,15.2,0.6,4.7,0.0,0.8,68,171,2.1,211.0,198.0,0.7,0.6,0,0,0.0,0.16,0.03,1.9,0,75.0
"Ikan sidat, segar",71.3,81,11.4,1.9,3.8,0.0,11.6,118,174,3.0,46.0,245.9,0.0,1.5,15,0,0.0,0.0,0.4,3.2,0,100.0
"Ikan sunu, segar",75.5,111,13.3,3.4,6.7,0.0,1.1,86,174,1.2,91.0,197.0,0.0,0.6,309,0,0.0,1.03,0.1,0.2,0,70.0
"Ikan tahuman, segar",77.4,88,15.9,0.9,4.1,0.0,1.8,221,223,0.0,24.0,364.0,0.4,0.7,0,0,0.0,0.2,0.25,1.6,0,0.0
"Ikan tarmon, segar",76.7,96,19.5,1.1,2.0,0.0,0.8,9,129,0.3,43.0,154.0,0.1,0.5,0,0,0.0,0.15,0.02,1.7,0,0.0
"Ikan telan, segar",75.3,95,15.8,0.7,6.5,0.0,1.7,503,354,0.2,58.0,294.0,1.6,1.2,0,0,0.0,0.18,0.02,1.9,0,0.0
"Ikan tembang, segar",65.0,204,16.0,15.0,0.0,0.0,4.0,20,200,2.0,341.0,291.0,0.4,2.6,30,0,0.0,0.05,0.0,5.6,0,80.0
"Ikan tempahas, segar",78.9,101,15.1,4.1,1.0,0.0,0.9,32,163,0.0,50.0,320.0,0.7,0.6,0,0,0.0,0.02,0.05,1.5,0,0.0
"Ikan terbang, segar",76.1,98,19.6,1.7,1.0,0.0,1.6,90,190,0.6,90.0,320.0,0.1,0.5,39,0,0.0,0.0,0.1,0.1,0,0.0
"Ikan teri, segar",80.0,74,10.3,1.4,4.1,0.0,4.2,972,253,3.9,554.0,126.1,305.2,0.2,13,0,28.0,0.24,0.1,1.9,0,100.0
"Ikan titang, segar",78.8,82,17.4,0.4,2.3,0.0,1.1,145,130,1.8,110.0,275.0,0.1,0.8,581,0,0.0,0.64,0.03,1.5,0,0.0
"Ikan tongkol, segar",74.7,100,13.7,1.5,8.0,0.0,2.1,92,606,1.7,202.0,227.0,0.2,1.6,181,0,0.0,0.35,0.03,6.6,0,100.0
"Ikan turi, segar",76.9,96,19.2,2.0,0.2,0.0,2.1,340,340,0.8,370.0,300.0,0.1,2.0,26,0,0.0,0.0,0.0,0.0,0,0.0
"Keong, segar",81.0,64,12.0,1.0,2.0,0.0,4.0,217,78,1.7,231.0,0.0,0.37,0.1,0,244,0.0,0.0,0.0,0.0,0,46.0
"Kepiting, segar",68.1,151,13.8,3.8,14.1,0.0,0.2,210,250,1.1,0.0,0.0,0.0,0.0,61,0,0.0,0.05,0.0,0.0,0,45.0
"Kerang, segar",78.2,101,14.4,2.6,3.9,0.0,0.9,321,270,15.6,0.0,0.0,0.0,0.0,0,0,0.0,0.01,0.0,0.0,0,100.0
"Kodok, segar",81.9,73,16.4,0.3,0.0,0.0,1.4,18,147,1.1,0.0,0.0,0.0,0.0,0,0,0.0,0.14,0.0,0.0,0,65.0
"Kura-kura, segar",80.0,83,19.1,0.2,0.0,0.0,0.7,27,87,0.7,0.0,0.0,0.0,0.0,0,0,0.0,0.2,0.0,0.0,0,70.0
"Kuro, segar",79.9,87,16.0,2.2,1.0,0.0,0.9,75,136,1.0,0.0,0.0,0.0,0.0,6,0,0.0,0.04,0.0,0.0,0,52.0
"Lokan, segar",80.9,217,11.0,1.7,5.1,0.0,1.3,20,390,10.9,3.0,7.0,0.2,2.7,0,0,0.0,0.45,0.07,0.0,0,0.0
"Rajungan, segar",80.2,76,12.1,2.0,2.4,0.0,2.7,721,214,2.2,69.0,192.0,1.7,2.9,599,40,0.0,0.2,0.25,0.2,0,0.0
"Rebon, udang kecil,
segar",79.0,81,16.2,1.2,0.7,0.0,2.9,757,292,2.2,169.0,202.9,0.7,1.2,18,0,0.0,0.04,0.1,2.4,0,100.0
Rusip,58.5,110,11.5,2.0,11.7,0.0,16.3,479,348,7.1,0.0,0.0,0.0,0.0,0,0,0.0,0.04,0.0,0.0,0,100.0
"Udang galah, segar",79.0,81,16.5,0.3,3.0,0.0,1.2,87,167,0.7,95.0,132.0,0.7,1.2,0,3,0.0,0.24,0.03,2.9,0,68.0
"Udang, besar, segar",85.5,56,11.4,0.6,1.2,0.0,1.3,30,20,0.3,190.0,210.0,0.4,0.8,0,0,0.0,0.14,0.0,0.1,0,68.0
"Udang, segar",75.0,91,21.0,0.2,0.1,0.0,3.7,136,170,8.0,178.0,222.4,0.3,1.3,18,4,0.0,0.01,0.4,3.7,0,68.0
"Bekicot, dendeng,
mentah",6.7,441,48.7,20.3,15.8,0.0,8.4,692,523,16.6,0.0,0.0,0.0,0.0,6,0,1408.0,0.56,0.0,0.0,69,100.0
"Belut, goreng",11.2,417,25.9,19.4,32.0,0.0,11.5,840,872,4.9,71.0,217.7,0.3,1.8,0,0,0.0,0.0,0.2,10.5,0,0.0
"Cumi-cumi, goreng",54.2,265,40.6,10.1,0.0,0.0,3.1,62,270,2.7,86.0,81.9,0.0,0.0,0,56,0.0,0.09,0.0,6.3,0,0.0
"Ikan asin, kering",40.0,193,42.0,1.5,0.0,0.0,16.5,200,300,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.01,0.0,0.0,0,70.0
"Ikan bandeng presto,
masakan",45.3,296,17.1,20.3,11.3,0.0,6.0,1422,659,1.9,0.0,0.0,0.0,0.0,6,0,400.0,0.14,0.0,0.0,69,100.0
Ikan baung bakar,69.8,144,17.8,5.8,5.2,0.0,1.4,18,169,0.0,168.0,236.0,0.1,0.7,0,0,0.0,0.0,0.0,1.3,0,0.0
Ikan Belida bakar,68.2,128,18.0,3.0,7.2,0.0,3.6,58,134,0.0,293.0,198.0,0.1,0.4,0,0,0.0,1.8,0.17,1.5,0,0.0
"Ikan cakalang asap,
mentah",56.9,204,34.2,5.6,1.9,0.0,1.4,14,399,1.3,176.0,588.0,0.3,0.7,1546,0,0.0,0.53,0.07,0.0,0,70.0
"Ikan cakalang asin,
mentah",41.7,198,36.5,2.2,5.5,0.0,14.1,236,346,3.7,4304.0,302.1,0.0,0.0,0,0,0.0,0.06,0.0,0.0,0,70.0
"Ikan calo/ peda,
mentah",71.3,81,11.4,1.9,3.8,0.0,11.6,743,174,22.6,0.0,0.0,0.0,0.0,15,0,0.0,0.0,0.0,0.0,0,100.0
"Ikan Gabus asap,
mentah",26.4,261,38.1,2.3,21.9,0.0,11.3,2510,1840,2.9,320.0,410.0,0.4,0.8,114,0,0.0,0.1,0.1,14.5,0,80.0
"Ikan Gabus, kering",24.0,268,58.0,4.0,0.0,0.0,14.0,15,100,0.1,0.0,0.0,0.0,0.0,30,0,0.0,0.1,0.0,0.0,0,80.0
"Ikan gete, goreng",44.7,267,23.1,19.4,0.2,0.0,12.6,2340,1240,0.8,590.0,440.0,0.1,1.9,0,0,0.0,0.0,0.0,0.2,0,0.0
"Ikan hiu, kering",23.1,298,46.3,3.6,20.2,0.0,6.8,335,846,2.5,957.0,1457.0,0.5,2.0,661,0,0.0,0.84,0.11,22.5,0,0.0
"Ikan katombo, asin",44.7,162,31.7,2.8,0.3,0.0,15.5,279,609,4.6,4393.0,342.2,2.8,0.0,0,0,0.0,0.09,0.0,0.0,0,70.0
"Ikan kayu, kering",23.1,302,70.7,1.9,0.4,0.0,3.9,313,22,4.1,345.0,1045.0,0.0,1.8,0,0,0.0,1.4,0.04,20.0,0,0.0
Ikan Lais bakar,69.4,147,17.5,6.5,5.4,0.0,1.2,54,194,0.1,142.0,209.0,0.0,0.5,0,0,0.0,0.0,0.0,0.0,0,0.0
"Ikan lomak asin, mentah",21.6,258,40.3,2.3,18.9,0.0,16.9,140,279,2.3,6227.0,485.1,2.3,0.0,0,0,0.0,0.1,0.3,6.0,0,0.0
Ikan Mas pepes,57.5,209,15.2,11.3,11.8,0.5,4.3,686,530,6.1,74.0,276.7,0.1,1.9,3,0,315.0,0.13,0.1,2.4,0,100.0
Ikan mujahir goreng,44.7,416,46.9,23.9,0.0,0.0,2.2,346,654,0.9,54.0,278.9,0.0,0.2,12,3,8.0,0.12,0.1,2.2,0,100.0
Ikan Mujahir pepes,73.7,121,21.7,2.8,0.8,0.0,1.0,83,248,1.6,58.0,265.8,0.0,0.3,8,0,6.0,0.0,0.1,1.9,0,100.0
"Ikan mujahir, dendeng, mentah",15.2,582,68.3,15.2,37.2,0.0,14.1,3258,1699,4.3,0.0,0.0,0.0,0.0,15,0,20.0,0.27,0.0,0.0,0,100.0
"Ikan Papuyu, bakar",66.6,152,17.6,6.1,6.7,0.0,3.0,244,227,3.4,320.0,224.0,0.2,1.0,0,0,0.0,0.0,0.0,0.0,0,0.0
"Ikan Patin, bakar",70.3,144,17.5,6.3,4.3,0.0,1.6,191,232,1.4,379.0,230.0,0.1,0.7,0,0,0.0,0.0,0.0,0.0,0,0.0
"Ikan peda banjar, mentah",46.0,156,28.0,4.0,2.0,0.0,20.0,174,316,3.1,59.0,368.8,0.0,0.5,33,4,0.0,0.1,0.1,4.7,0,90.0
"Ikan pepetek, mentah",33.0,176,32.0,4.4,2.0,0.0,28.6,120,200,1.0,79.0,1.0,0.0,0.0,15,0,0.0,0.05,0.1,2.4,0,0.0
"Ikan Pindang banjar, mentah",59.0,157,28.0,4.2,1.8,0.0,7.0,50,100,1.0,0.0,0.0,0.0,0.0,45,0,0.0,0.1,0.0,0.0,0,0.0
"Ikan Pindang benggol, mentah",57.0,170,31.0,4.2,0.0,0.0,7.8,50,100,1.0,0.0,0.0,0.0,0.0,45,0,0.0,0.1,0.0,0.0,0,0.0
"Ikan Pindang layang, mentah",60.0,153,30.0,2.8,0.0,0.0,7.2,60,200,3.0,0.0,0.0,0.0,0.0,61,0,0.0,0.07,0.0,0.0,0,0.0
"Ikan Pindang selar, mentah",60.0,142,27.0,3.0,0.0,0.0,10.0,60,200,3.0,0.0,0.0,0.0,0.0,61,0,0.0,0.07,0.0,0.0,0,0.0
"Ikan sale, mentah",8.5,534,40.2,39.3,4.9,2.0,7.1,199,1244,2.7,673.0,673.0,0.3,2.6,0,410,0.0,0.02,0.5,0.0,0,100.0
"Ikan sale lais, mentah",12.4,415,61.3,17.6,2.9,0.0,5.8,258,919,7.0,381.0,488.0,17.6,1.0,0,0,0.0,0.03,0.1,17.3,0,0.0
"Ikan saluang, kering, mentah",33.6,284,34.1,9.9,14.6,0.0,7.8,1426,1103,9.5,1767.0,263.0,1.3,18.7,0,0,0.0,0.49,0.03,0.0,0,0.0
"Ikan sanggang, masakan",42.6,240,21.7,7.7,20.7,0.0,7.3,159,362,9.8,2041.0,159.0,1.5,8.8,0,0,0.0,0.51,0.02,0.0,0,0.0
"Ikan selar kuning, cue, mentah",59.0,138,27.0,3.3,0.0,0.0,0.7,50,100,2.0,0.0,0.0,0.0,0.0,45,0,0.0,0.1,0.0,0.0,0,90.0
"Ikan selar, kering, mentah",43.0,194,38.0,3.5,0.0,0.0,15.5,20,200,1.0,0.0,0.0,0.0,0.0,0,0,0.0,0.01,0.0,0.0,0,0.0
"Ikan sepat, kering, mentah",30.0,289,38.0,14.0,0.0,0.0,18.0,40,100,0.7,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0.0
"Ikan sunu, asin, mentah",34.7,199,34.1,3.8,7.1,0.0,20.3,94,92,2.2,377.0,57.0,0.1,3.2,2481,0,0.0,1.5,0.13,7.2,0,0.0
"Ikan, tepung, mentah",4.3,316,60.1,6.5,22.4,0.0,6.7,3196,1976,16.6,0.0,0.0,0.0,0.0,320,0,0.0,0.0,0.0,0.0,0,0.0
"Ikan Teri nasi, kering, mentah",34.5,144,32.5,0.6,0.0,0.0,32.4,1000,1000,3.0,312.0,0.0,0.0,0.0,61,0,0.0,0.1,0.0,0.0,0,0.0
"Ikan Teri, bubuk, mentah",15.0,277,60.0,2.3,1.8,0.0,20.9,1209,1225,3.0,0.0,0.0,0.0,0.0,90,0,0.0,0.1,0.0,0.0,0,0.0
"Ikan teri, kering, mentah",37.8,170,33.4,3.0,0.0,0.0,25.8,1200,1500,3.6,0.0,0.0,0.0,0.0,64,0,0.0,0.15,0.0,0.0,0,0.0
"Ikan Teri, kering, tawar, mentah",16.7,331,68.7,4.2,0.0,0.0,10.4,2381,1500,23.4,0.0,0.0,0.0,0.0,61,0,0.0,0.1,0.0,0.0,0,0.0
"Ikan Teri, tepung, mentah",5.2,347,48.8,6.4,19.6,0.0,20.0,4608,1200,18.6,0.0,0.0,0.0,0.0,61,0,130.0,1.12,0.0,0.0,0,0.0
"Kerang, asap, mentah",9.3,393,38.9,13.3,29.4,0.0,9.1,420,410,8.5,160.0,50.0,0.6,3.7,0,0,0.0,0.3,1.7,0.2,0,100.0
"Kerang, dendeng, mentah",18.3,357,41.1,10.0,25.6,0.0,5.0,217,904,5.2,0.0,0.0,0.0,0.0,0,0,329.0,0.27,0.0,0.0,0,100.0
"Rebon, kering, mentah",21.6,299,59.4,3.6,3.2,0.0,12.2,2306,625,21.4,0.0,0.0,0.0,0.0,0,0,0.0,0.06,0.0,0.0,0,0.0
"Rebung laut, mentah",18.2,320,7.2,4.2,63.3,0.0,7.1,240,570,6.6,20.0,1040.0,1.5,6.2,917,0,0.0,0.0,0.0,4.9,0,0.0
Sardines dalam kaleng,47.1,338,21.1,27.0,1.0,0.0,3.8,354,434,3.5,0.0,0.0,0.0,0.0,76,0,0.0,0.1,0.0,0.0,0,0.0
"Teripang, dendeng, mentah",12.5,462,39.1,32.4,3.5,0.0,12.5,499,616,96.4,315.0,402.5,0.0,0.0,2,0,144.0,1.37,0.0,5.3,0,100.0
"Udang kering, mentah",14.9,278,62.6,4.1,2.2,0.0,16.2,760,510,5.2,540.0,360.0,2.4,3.2,39,0,0.0,0.0,0.0,0.1,0,0.0
"Udang papay, mentah",24.5,273,47.8,3.8,12.5,0.0,11.5,1109,789,2.4,651.0,802.0,2.6,10.8,0,0,0.0,0.0,0.0,0.0,0,0.0
Abon haruwan,11.6,513,23.7,37.0,21.3,0.0,6.4,25,25,0.5,61.0,15.0,0.0,0.2,0,0,0.0,0.0,0.0,0.0,0,100.0
Abon ikan,6.4,435,27.2,20.2,36.1,0.0,10.1,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.8,24.3,0,100.0
"Betok wadi, masakan",69.2,145,16.3,7.0,4.1,0.0,3.4,405,523,1.8,69.0,203.0,1.0,1.3,0,0,0.0,0.22,0.0,0.0,0,0.0
"Bou ninahu ndamate, masakan",79.5,79,6.3,1.0,1.1,0.0,2.1,0,0,0.0,67.0,0.0,0.0,0.0,691,0,0.0,0.1,0.0,0.1,0,0.0
"Bouiki ninahu nggaluku, masakan",73.9,94,7.8,2.2,10.8,0.0,5.3,0,0,0.0,58.0,179.4,0.0,1.5,0,0,0.0,0.5,0.03,2.4,0,0.0
Cakalang asar (asap),64.3,155,20.1,3.8,10.2,0.0,1.6,20,240,2.1,90.0,390.0,0.3,0.1,86,0,0.0,0.0,0.7,0.2,0,0.0
"Dendeng belut,
goreng, masakan",8.2,382,55.7,14.1,8.0,0.0,14.0,1069,654,15.4,0.0,0.0,0.0,0.0,28,0,1480.0,0.48,0.0,0.0,0,0.0
"Dendeng mujahir,
goreng, masakan",6.5,598,74.3,26.9,9.2,0.0,13.1,1957,1447,7.4,0.0,0.0,0.0,0.0,18,0,25.0,0.19,0.0,0.0,0,0.0
Fillet o-fish,51.0,270,12.3,15.9,19.3,0.2,1.5,239,272,1.8,439.0,0.0,0.0,0.0,34,0,580.0,0.59,0.0,0.0,0,0.0
"Gete kuah asam,
masakan",80.1,75,8.2,2.0,6.0,0.0,3.8,1620,880,0.8,260.0,150.0,0.1,1.5,0,0,0.0,0.0,0.0,0.1,0,0.0
"Gulai asam keueung,
masakan",86.0,52,10.0,0.5,1.8,0.0,1.7,62,102,0.3,332.0,141.0,0.0,1.0,0,0,0.0,0.18,0.34,0.0,0,0.0
"Gulai ikan, masakan",75.7,106,16.5,3.3,2.5,0.0,2.0,306,196,4.8,743.0,0.0,0.0,0.0,86,0,2760.0,0.32,0.0,0.0,0,0.0
"Gulai ikan paya,
masakan",72.1,148,10.0,9.8,5.0,0.0,3.1,103,82,0.7,525.0,256.0,0.1,0.9,0,0,0.0,0.26,0.02,0.0,0,0.0
"Gulai keumamah,
masakan",81.4,110,5.9,8.2,3.2,0.0,1.3,32,96,1.0,335.0,121.0,0.2,0.9,0,0,0.0,0.33,0.04,0.0,0,100.0
"Gulai tiram, masakan",73.1,132,9.0,7.2,7.8,0.0,2.9,53,134,3.7,285.0,133.0,1.1,0.7,389,0,0.0,0.29,0.12,0.0,0,0.0
"Gurame asem manis,
masakan",63.1,192,12.7,10.1,12.7,0.0,2.4,283,169,1.1,0.0,0.0,0.0,0.0,19,0,1440.0,0.1,0.0,0.0,0,0.0
"Ikan asar merah,
masakan",69.2,146,17.7,5.9,5.6,0.0,1.6,100,240,4.0,170.0,310.0,0.3,1.4,224,0,0.0,0.0,0.0,0.0,0,0.0
"Jambal goreng, masakan",13.4,286,48.5,9.2,2.3,0.0,26.6,207,457,3.3,0.0,0.0,0.0,0.0,109,0,160.0,0.4,0.0,3.1,0,0.0
"Jukku pallu kaloa,
masakan",69.4,15,15.2,4.3,8.8,0.0,2.3,40,170,1.1,605.0,153.0,0.6,1.1,0,0,0.0,0.3,0.14,7.5,0,0.0
"Kaholeo, masakan",11.2,413,28.7,19.8,29.8,0.0,10.5,909,1291,0.0,0.0,1171.0,0.1,3.1,4236,0,0.0,1.34,0.03,5.7,0,0.0
Lawara penjah,64.5,207,7.4,15.4,9.6,0.0,2.9,114,219,5.9,683.0,117.0,0.5,0.7,0,38,0.0,0.19,0.04,0.0,14,100.0
"Model, masakan",83.9,79,2.2,4.0,8.6,0.0,1.3,8,33,0.8,147.0,34.0,0.1,0.5,0,0,0.0,0.16,0.02,0.0,0,0.0
"Mujahir acar kuning,
masakan",43.1,330,17.8,23.4,12.1,1.1,4.6,154,357,5.3,0.0,0.0,0.0,0.0,24,0,4130.0,0.15,0.0,0.0,0,0.0
"Parede baleh,
masakan",80.0,87,10.5,2.5,5.5,0.0,1.5,35,215,0.9,416.0,59.0,0.1,0.2,0,0,0.0,0.24,0.0,0.7,0,0.0
"Pempek adaan,
masakan",62.6,162,4.9,3.0,27.8,0.0,1.7,26,116,1.0,488.0,119.0,0.1,0.2,0,0,0.0,0.3,0.03,1.0,0,0.0
"Pempek belida, masakan",61.4,156,4.2,1.4,31.6,0.2,1.4,100,55,3.3,0.0,0.0,0.0,0.0,0,0,0.0,0.03,0.0,0.0,0,0.0
"Pempek kapal selam,
masakan",63.4,152,4.5,2.3,28.2,0.0,1.6,19,115,1.6,628.0,91.0,0.1,0.2,0,0,0.0,0.2,0.03,1.0,0,0.0
"Pempek kelesan,
masakan",53.0,211,12.3,6.1,26.6,0.4,2.0,840,176,1.8,0.0,0.0,0.0,0.0,14,0,888.0,0.25,0.0,0.0,0,0.0
"Pempek kulit,
masakan",45.7,243,5.2,7.3,39.1,0.0,2.7,16,96,2.0,555.0,102.0,0.1,0.6,0,0,0.0,0.2,0.02,0.9,0,0.0
"Pempek telur,
masakan",62.4,156,4.7,2.7,28.3,0.0,1.9,13,83,1.3,448.0,48.0,0.1,0.6,0,0,0.0,0.2,0.05,1.1,0,0.0
"Pempek tenggiri,
masakan",56.3,173,7.2,1.2,33.4,0.2,1.9,164,80,3.1,0.0,0.0,0.0,0.0,0,0,0.0,0.02,0.0,0.0,0,0.0
"Pencok lele, masakan",47.5,372,7.8,36.3,3.5,0.0,4.9,289,295,5.3,0.0,0.0,0.0,0.0,64,0,12070.0,0.12,0.0,0.0,0,0.0
Pinda,71.0,107,15.9,0.6,0.4,0.0,3.1,375,336,1.9,526.0,330.0,0.2,1.0,896,0,0.0,0.89,0.05,0.5,0,0.0
"Pindang kenari,
masakan",80.1,124,9.5,9.6,0.0,0.0,2.8,120,220,1.3,370.0,270.0,0.3,1.2,18,381,0.0,0.0,0.0,0.1,0,0.0
"Saboko gurita,
masakan",76.2,87,15.7,1.5,2.6,0.0,4.1,60,14,2.1,200.0,180.0,0.9,4.0,38,0,0.0,0.0,0.0,0.0,0,0.0
"Saboko saltan,
masakan",76.0,113,17.1,3.6,3.0,0.0,0.3,240,60,0.5,40.0,350.0,0.2,0.6,27,0,0.0,0.0,0.0,0.1,0,0.0
"Saboko sardin,
masakan",70.0,110,12.9,4.3,4.9,0.0,7.9,220,520,6.0,200.0,280.0,0.2,3.9,37,0,0.0,0.0,0.0,0.0,0,0.0
Sate Bandeng,47.1,283,12.1,16.8,20.9,2.0,3.1,118,186,1.2,543.0,199.0,0.2,0.9,0,2,0.0,0.02,0.02,0.0,0,82.4
"Sepi, masakan",66.1,88,7.9,1.6,10.6,0.0,13.8,924,350,2.3,873.0,258.0,1.0,1.1,783,0,0.0,0.0,0.0,0.0,0,0.0
"Tekwan, masakan",86.7,53,1.9,0.9,9.4,0.0,1.1,9,41,1.0,174.0,42.0,0.0,0.0,99,0,0.0,0.1,0.02,0.4,0,0.0
"Teri belado, masakan",25.8,365,23.7,22.3,17.5,0.0,10.9,869,348,4.0,0.0,0.0,0.0,0.0,27,0,1567.0,0.13,0.0,0.0,0,0.0
"Tumis bandeng,
masakan",70.5,189,11.3,15.7,0.6,0.0,1.9,56,129,0.4,314.0,280.0,0.1,0.7,579,0,0.0,0.46,0.02,0.0,0,0.0
Tumis keumamah,45.7,300,14.5,20.0,15.5,4.5,4.3,0,0,0.0,0.0,0.0,0.0,0.0,0,8,0.0,0.63,0.04,0.0,7,100.0
"Telur ayam kampung,
segar",73.1,174,10.8,14.0,1.2,0.0,0.9,68,268,4.9,190.0,141.0,0.6,1.5,203,23,125.0,0.78,0.62,0.2,0,87.0
"Telur ayam ras, segar",74.3,154,12.4,10.8,0.7,0.0,0.8,86,258,3.0,142.0,118.5,0.16,1.0,61,22,104.0,0.12,0.38,0.2,0,89.0
"Telur ayam ras, bagian
kuning, segar",49.4,355,16.3,31.9,0.7,0.0,1.7,147,586,7.2,111.0,107.5,0.2,2.5,606,63,0.0,0.27,0.51,0.2,0,100.0
"Telur aAyam ras,
bagian putih, segar",87.8,50,10.8,0.0,0.8,0.0,0.6,6,17,0.2,164.0,138.5,0.03,0.4,0,0,0.0,0.0,0.26,0.4,0,100.0
"Telur bebek alabio,
segar",70.0,187,11.8,14.2,3.0,0.0,1.0,60,268,6.0,115.0,80.0,0.6,1.7,180,437,0.0,1.55,0.37,0.1,0,90.0
"Telur bebek, bagian
kuning, segar",47.0,386,17.0,35.0,0.8,0.0,0.2,150,400,7.0,106.0,90.7,0.09,2.5,870,747,0.0,0.6,0.68,1.4,0,100.0
"Telur bebek, bagian
putih, segar",88.0,54,11.0,0.0,0.8,0.0,0.2,21,20,0.1,184.0,150.2,0.13,0.1,0,0,0.0,0.01,0.02,0.1,0,100.0
"Telur bebek tambak,
segar",67.7,187,10.9,12.4,7.9,0.0,1.1,64,295,5.4,209.0,146.0,0.4,1.8,378,471,375.0,1.62,0.03,0.1,0,90.0
"Telur burung maleo,
segar",36.0,436,26.5,36.3,0.4,0.0,0.8,154,120,4.3,77.0,333.0,0.4,2.9,3987,0,0.0,0.0,1.0,0.2,0,0.0
"Telur penyu, segar",7.4,136,8.6,10.1,2.7,0.0,1.2,66,282,3.4,478.0,115.0,0.5,1.4,82,17,0.0,0.21,0.02,0.0,0,90.0
